Question_ID,Question,Gold_Answer,Model_Answer,Exact_Match,Status,Total_Latency_Sec,Input_Tokens,Output_Tokens
9748c0eb26e9d46e,"The senator representing a district that includes parts of Atoka , Choctaw , LeFlore , McCurtain and Pushmataha Counties , hails from a hometown that was named after a town in what state ?",Nebraska,Nebraska,1,SUCCESS,4.6802,679,3
977d882b1b56db67,This athlete was born in Allahabad in 1990 and won a bronze medal at the games ?,Ashish Kumar,Ashish Kumar,1,SUCCESS,5.0121,785,3
985c19aa4f67b9c4,What is the full name of the earliest player of the year ?,Mário Rui Correia Tomás,Djalmir Vieira de Andrade,0,SUCCESS,4.9366,904,8
99cc36248aa4887d,"What is the net worth of the Governor of the state that was admitted to the Union on June 20 , 1863 ?",$ 1.59 billion,$ 3.5 billion,0,SUCCESS,4.2075,864,6
9a673b041cc92df3,what is the event of the competition that lasted from 6/22-6/25 ?,Triple Jump,Triple jump,1,SUCCESS,4.4593,716,3
9b030f07965328b8,"What is the location whose winner was born on September 17 , 1978 ?",Georgia,Arizona,0,SUCCESS,4.4939,978,2
9c750a1624468d83,How many municipalities are located in the state that transmits XETLAXHPBSD ?,570,570,1,SUCCESS,24.825,953,1875
9d58063587dafa42,When was the person with the Time of 1:40.240 born ?,1 January 1981,"Zsolt Baumgartner was born on January 1, 1981.",0,SUCCESS,5.4835,1053,16
9d7c8d91e2c9877d,"This politician from a Ohio city with a population of 10,546 , served as a Representative for what district before becoming an Ohio Senator ?",7th District,21st district,0,SUCCESS,4.7531,997,3
9db23c1ffce3839a,What was the final position of the skater from the country occupied by the Soviet Union during World War II in the free skating segment ?,17,10,0,SUCCESS,4.7701,1186,1
a0d295006f3b2528,What is the year of the song title whose artist has sold over 19 million albums worldwide ?,2000,2006,0,SUCCESS,4.1956,758,2
a269b85316c926cf,What genre was the earliest album ?,progressive rock,Rock,0,SUCCESS,4.6083,729,1
a2b37f8494caa840,"What controls minds in the game released on October 25 , 2005 ?",parasite,Psychonauts.,0,SUCCESS,4.9959,772,4
a3358c79d88cdad3,In what year was the university in the 196th highest population city in the US formally adopted by the state ?,1901,,0,TIMEOUT,0.0,0,0
a421f6f9961188bf,Who won the championship in the year where the Stars made the playoffs ?,Montreal Canadiens,1999,0,SUCCESS,4.7033,872,2
a50ed1ae1f1bbb08,Who are allowed in the event that was held at Yokohama among other places and was located at San Francisco ?,All players,"The event held at Yokohama and San Francisco was the World Championship, and the top 16 pro players selected due to various criteria were invited to the Players Championship (which was later renamed World Championship).",0,SUCCESS,4.6538,797,41
a53ee3834685a3b3,What was the name of the person who was attacked in the biggest city that is the largest city in the United States on the US-Canadian border ?,Elizabeth Rivera,Tyler Trammell-Huston,0,SUCCESS,33.0181,882,2894
a548cf7f4091c546,What was the literal English translation of the name of the currency used until 2009 in the country where the capital and largest city is Bratislava ?,Slovak crown,Slovak crown,1,SUCCESS,5.5187,1164,51
a5cf7ceed7e24ed8,What position was the oldest driver in 2010 Masters of Formula 3 race ?,18,14,0,SUCCESS,5.0042,1029,1
a622f85707546edf,"Of the athletes from the United States , who was born later ?",Michael Weiss,Michael Weiss,1,SUCCESS,5.2681,1984,14309
a65f00c9ed38e71b,Which river borders the village that is home to the Ratcliffe-on-Soar Power Station ?,River Soar,River Trent,0,SUCCESS,4.4627,696,2
a6d1c26b6533da69,What is the Location for the organization that is also known as `` DelPark '' ?,Stanton,Stanton,1,SUCCESS,4.468,666,2
a9674eae740bb4a0,How many people established the football club whose 2018 revenue was less than 355.6 but more than 272.5 ?,eighteen,Cannot be determined from the provided context.,0,SUCCESS,11.0981,1086,595
aa125e4f75f74629,What is the population of the city that was the capital of Ireland from 1642 to 1651 ?,"26,512",Dublin,0,SUCCESS,4.3005,879,2
aa503399ffa11ba6,When did the home arena of the Calgary Flames receive its current name ?,2010,October 2010,0,SUCCESS,4.7456,707,4
aa5556d1a1aa881b,When did the team with the second most games played change the spelling of their name ?,1986,1986,1,SUCCESS,49.0216,1509,4539
ac0f04f1a4a5a45f,What is the name of the best selling album from rock band formed in Liverpool ?,Sgt . Pepper 's Lonely Hearts Club Band,Abbey Road,0,SUCCESS,4.7704,1072,3
ad0f5ea98bb5f2bf,"Which route connects , the freeway begins at the Peace Bridge in Fort Erie and the highway that was established in 1937 due to rerouting of Highway 9 ?",Highway 25,The Queen Elizabeth Way (QEW) and Highway 89.,0,SUCCESS,4.8659,809,13
ad56e75f142f70d6,What was the personal name of the Emperor whose documents currently reside at Daitōkyū Memorial Library ?,Liu Qi,Emperor Jing of Han.,0,SUCCESS,4.6383,961,6
ad575b3c63388934,What is the capacty of the stadium located in the city that is the capital of the Department of Huila ?,"27,000","27,000",1,SUCCESS,4.9245,1077,3
ae8b00d37d02253e,How many points for championships were gained by the person who finished the qualifying round of the British Grand Prix of 1952 right behind Ken Downing ?,nine,Cannot be determined from the given context.,0,SUCCESS,8.2357,2007,6153
aebfb655f8a8c990,Which site was the target of explosives at the Olympic Games in which Chan Sau Ying was the flag carrier for Hong Kong ?,Centennial Olympic Park,Centennial Olympic Park,1,SUCCESS,4.59,726,4
afac2f38d7c97817,Which line has a station located at the intersection of 36th Street and Northern Boulevard in Queens ?,Queens Boulevard Line,IND Queens Boulevard Line,0,SUCCESS,4.5242,910,4
afcf8429f57d7429,What school did the player who was a pitcher for the Colorado Rockies of Major League Baseball ( MLB ) in 1996 and 1997 attend ?,Florida State,Florida,0,SUCCESS,4.4575,814,1
b1964e29747f7cae,"The city that has a population of approximately 90,000 as at the 2016 Census has what school ?",Al-Hidayah Islamic School,Al-Hidayah Islamic School,1,SUCCESS,4.4964,707,6
b2830fe2ee772fb1,"Who is the developer of the game that features a new game engine , added weapons and vehicles , and new multiplayer maps ?",Hired Gun,Bungie,0,SUCCESS,5.2705,951,46
b455fe5ba8dedc3c,What is the nationality of the person to have most recently found a fossil ?,British,Ethiopian,0,SUCCESS,4.8325,814,86
b457a25d15286377,Which river flows through this city that has the largest football stadium in England ?,the River Thames,Thames,0,SUCCESS,4.8467,900,45
b4a157ba79201913,What country recognizes as their national language the language which is spoken by the ethnicity with 1.1 million people ?,Angola,Angola,1,SUCCESS,4.6169,878,2
b574e8fa7ac931cd,Who is the daughter of the directer of the Argentinian film ?,Guadalupe Subiela,Guadalupe Subiela,1,SUCCESS,4.9622,893,7
b59bcd5e44fbacfd,From where did the Generalleutnant ranked pilot graduate ?,The Deutsche Verkehrsfliegerschule ( German Commercial Flyers ' School ) in Braunschweig,Braunschweig,0,SUCCESS,4.3966,934,5
b63c6608a085e0a5,Who presently heads the basketball team of the university attended by Ralph Talley ?,Robert Jones,Robert V. Vaughn,0,SUCCESS,4.8265,669,5
b647b6b0f80b8330,"What is the district whose winner died on May 4 , 1825 ?",Connecticut at-large,New York 3,0,SUCCESS,5.3222,994,4
b77833c98ba62ea6,"What is the former name of the airport that serves 5,713,859 passengers a year ?",Rancho-Boyeros Airport,José Martí International Airport,0,SUCCESS,5.3236,918,5
b96642ae09f0931d,Which cheap airline is based in the airport in the city that is the capital of an Emirate ?,flydubai,flydubai,1,SUCCESS,4.8175,888,4
b9c08fdad900f924,In what division does the team playing at the stadium with the lowest total attendance play ?,American Football Conference ( AFC ) South,Not provided in the context.,0,SUCCESS,18.8738,1260,1344
bbff05702511d184,"What number pick was the player born on February 28 , 1999 ?",3,3,1,SUCCESS,3.9273,877,1
bc251e6a97cf07cd,"What has the namesake of the airport that handled 6,453,100 flyers in 2009 been credited with contributing to ?",Mexican independence,The question cannot be answered from the provided context.,0,SUCCESS,4.0935,1109,10
bc3898efca3a1a5e,What shoreside area contains the city where 587 were killed by a vehicle bomb on October fourteenth ?,Banadir,Hodan District,0,SUCCESS,3.8453,911,4
be6ebff950e35063,"Which area is the island with a population of 122,974 off the coast of ?",mainland China,Taiwan,0,SUCCESS,4.0665,1133,2
be91b0c6e9d180c8,What title did the driver who finished with a time of 1:15.643 in the qualifying round of the 1992 Hungarian Grand Prix win in his debut season ?,CART,CART Indy Car World Series,0,SUCCESS,4.5736,1174,6
bf08cb7ab7cf80cf,"What town was the leader born in who had a secretary who was a member of the Richard Nixon , Gerald Ford , Jimmy Carter , and Ronald Reagan administrations ?",Greenwich,Hyde Park,0,SUCCESS,23.4877,801,2254
c138bc77a3cf9afd,Who was the teacher of the winner of the Gateway to the Open Mizuno Open Yomiuri Classic in 2010 when he was 10 ?,Todd Baker,Todd Baker,1,SUCCESS,4.1802,1067,3
c1a6c4cf9eb37522,What is the purpose of the 759 ft tower in Jersey City ?,residential complex,The context does not mention a 759 ft tower in Jersey City.,0,SUCCESS,3.7816,605,14
c1f49af7526d9ef2,Who established the school that was the 2nd place winner of the 2002 Head of the River ( Queensland ) ?,Society of the Sacred Heart,"Based on the provided context, there is no information about the 2002 Head of the River (Queensland). Therefore, the answer cannot be determined.",0,SUCCESS,4.6782,839,32
c2d75080a262ef86,What is the club whose home city hosts an Airbus factory ?,Getafe B,Getafe B,1,SUCCESS,3.913,646,3
c3054d5837992224,What is the capital city of the state where the Sipat Thermal Power Station is located ?,Raipur,Raipur,1,SUCCESS,3.749,782,2
c3d55abc5bd94b23,"Of the albums for 11:11 and A Bit of You , which album charted in more countries ?",Want One,Want One,1,SUCCESS,4.3168,933,2
c3e1e6d2d4aafc2d,How did the musician with the single Keep Me a Secret put out his first album ?,independently,"He independently released his debut album, 'Growing flowers by candlelight'.",0,SUCCESS,3.8606,756,14
c4269931638a5d4b,Who operates the airport that is located in Recife ?,AENA,AENA,1,SUCCESS,4.1239,510,2
c4db1e3d2016401b,Where did the second richest person move when he was 12 ?,Philippines,The context does not provide information about where the second richest person moved when he was 12.,0,SUCCESS,3.9797,1066,19
c73c8fc7d887a0a8,What is the approximate ( object comparison ) size of the 2008 Phone Model that was available from 5 different carrier and uses technology that is also called cdmaOne ?,Post-It Note,CDMA,0,SUCCESS,4.2439,894,2
c75693a9f653f307,"Who was the CAA Champion when the venue was the one that was a 5,200-seat multi-purpose arena ?",Old Dominion,James Madison,0,SUCCESS,4.1194,570,2
c76d4de6821d9636,What was the venue of the match held in a coastal seaport city in western Canada with the winner being originally organized in New Westminster in 1889 ?,Empire Stadium,Empire Stadium,1,SUCCESS,4.3344,945,3
ca2250f5ab4cca5c,How many championship points did the driver with the highest numbered car score ?,0,Not provided.,0,SUCCESS,8.5672,941,403
ca82ff97bf75e724,What is the official mascot of the tournament champion of the 1988 America East Conference tournament ?,Rhett the Boston Terrier,Rhett the Boston Terrier,1,SUCCESS,3.6759,699,7
cb8e84d0c9de56ab,Which player was from the university whose home games are played at the Breslin Student Events Center ?,Adreian Payne,Denzel Valentine,0,SUCCESS,4.1796,806,3
cbbb8559a99fab92,what is the location of the Limited event during the the seventh season of the Magic : The Gathering Pro Tour ?,Fukuoka,Kobe,0,SUCCESS,3.6282,897,2
ce90eea9c419eb48,What is the name of the system in the city that was originally part of the 1785 Rancho San Pedro Spanish land grant ?,Beach Cities Transit,Foothill Transit,0,SUCCESS,3.9019,955,4
cf373d6e3689d371,What is the release date of the game that is a post-apocalyptic action role-playing video game ?,2010-10-19,"October 19, 2010",0,SUCCESS,4.9776,867,7
cf5e026618975fee,Who founded Juan Pablo Montoya 's constructor ?,Sir Frank Williams,"Juan Pablo Montoya's constructor was Williams - BMW, which was founded by Frank Williams (Williams Grand Prix Engineering).",0,SUCCESS,3.9933,895,23
d00587e410e6a6fb,What is the best league result for a club who beat another club with paralympic sports ?,4th,Akhisar Belediyespor,0,SUCCESS,4.5554,1174,8
d27ec782152ad273,What is the alternative name for the historic place that is located in the township that was established in 1886 and that has the date listed # 14000426 ?,Portage Entry Light,No alternative name is provided in the context.,0,SUCCESS,4.4924,769,9
d285ff60d95251b8,"In 2009 , what percentage of its staff was lost by the developer of the game that is an Association Football manager simulation video game not available on Games for Windows - Live ?",80% of its staff,Not provided.,0,SUCCESS,7.4145,850,403
d3335e0ca2b08f9d,"What is the suburb of the school that enrolled approximately 1,500 students in 2018 ?",Bossley Park,Bossley Park,1,SUCCESS,3.855,733,4
d60704ac4cc2da4c,The senator whose hometown is named after two prominent Cherokee brothers was born when ?,"September 30 , 1957","September 30, 1957",1,SUCCESS,4.0901,840,7
d67b931721866e23,What services does the station have that is located between Avenue of the Americas and Seventh Avenue ?,"1 , 2 , 3",The context does not specify the services.,0,SUCCESS,6.2864,491,291
d6c10e611a4dbe27,What team did Pakistan play in the city founded by the Mughal Emperor Jehangir in 1607 ?,Zimbabwe,Sheikhupura,0,SUCCESS,4.2107,839,4
da267c6aeaf319d7,Which driver had the most races in a single season and had a team that is one of the oldest surviving ?,Michael Schumacher,Michael Schumacher,1,SUCCESS,5.3745,1079,86
dbdf97034d2032fa,What year was representative that served as mayor of the village of Shreve first elected ?,2000,2000,1,SUCCESS,4.3363,782,2
dc079bcf5579f90a,Where was the person who set a record in 1937 born ?,Russian,Soviet Union,0,SUCCESS,4.0874,1016,3
dc897ef87af1d657,What is the estimated population of the hometown of the first African American winner of Miss Teen USA ?,"112,525",The context does not provide the estimated population of Janel Bishop's hometown.,0,SUCCESS,3.8023,435,15
dd343cbef7194448,"Which athlete from the country whose largest city is New York , was sanctioned for using a substance composed of tetrahydrocannabinol ?",John Capel,John Capel,1,SUCCESS,5.7964,1015,175
dd5193a033335d06,The director of `` Day for Night '' also directed a film submitted to the 53rd Academy Awards that starred what two actors ?,Catherine Deneuve and Gérard Depardieu,Jacqueline Bisset and Jean-Pierre Léaud,0,SUCCESS,4.686,715,10
dd7056864066ae9b,"Between and Lahaina Historic District and Keauhou Holua Slide , which landmark 's location has the bigger population ?",Lahaina Historic District,Lahaina Historic District,1,SUCCESS,6.4574,855,249
ddd38b104753a219,How many ODIs has the stadium first used in 2012 hosted ?,4,The context does not provide the number of ODIs for the MCA Stadium.,0,SUCCESS,8.2943,922,430
de1ddb5e317d586a,What is the birth date of the athlete from the country whose capital is Ankara and was sanctioned for using the brand Primobolan ?,"June 10 , 1983","The context does not contain birth dates or the brand name ""Primobolan"".",0,SUCCESS,4.5033,1037,16
de9ea9da4ae38867,Who beat the team in the World Series whose manager managed the Toronto Blue Jays from 1982 to 1985 ?,Minnesota Twins,Kansas City Royals,0,SUCCESS,4.1323,842,4
def14dfb63601b8c,Does Butan or Manila house a university with preschool level courses ?,Butuan,Manila,0,SUCCESS,3.69,709,2
df6dd91355b06c9b,What is the name of the racecourse whose location was recognized by the Queen in 1957 because of the presence of Windsor Castle ?,Abingdon Racecourse,Ascot Racecourse,0,SUCCESS,3.9961,785,4
e228c3113d522304,What are the remarks of the treasure whose present location is considered the oldest national museum in Japan ?,"Letter from Dahui 's exile in Meizhou to his friend , the lay practitioner Wuxiang",87 National Treasures of Japan,0,SUCCESS,4.3527,807,6
e2c7281b63d72876,What is the difference in age between the man who is chairman of the Clermont Group and Lucio Tan ?,25 years,24 years,0,SUCCESS,6.9644,783,270
e31fb506167c7774,How long is the most heavily traveled part of the highway that has the highway that was rerouted south of Tonawanda going to it ?,50-mile,Not enough information in the context.,0,SUCCESS,14.3722,963,1114
e3e27fd1ae0996e4,What is the former name of the stadium where the only NFL team to record 20 straight winning seasons plays ?,Cowboys Stadium,AT&T Stadium,0,SUCCESS,4.7036,822,3
e4b5380fae695563,What is the name of the second oldest opponent he played against between 1989 and 1991 ?,Mike Hallett,Tony Knowles,0,SUCCESS,47.4592,1017,4963
e5537f254c94bdea,What district is the city in Austria that hosted the Diplomacy Tournament located in ?,Oberpullendorf,Lockenhaus,0,SUCCESS,4.4257,727,3
e733a6c3cddfcb96,"This former Ohio Senator and Representative also served as Chancellor of the Ohio Department of Higher Education , and he lives in a city that is the county seat of what county ?",Wood County,Fairfield County,0,SUCCESS,3.7674,772,3
e7a00d0aaf9df0b9,"For the player born June 26 , 1984 , what national team did he play on ?",Puerto Rican National Team,"The context does not mention any national team for the player born June 26, 1984.",0,SUCCESS,4.5082,954,20
e7b90e468d1f5c5d,Who does the skater to finish 18th in the short program compete with ?,Sarah May Coward,Mark Vaillant,0,SUCCESS,3.8701,877,4
e845c0b004d56121,What is the population of the home country of Elena Pingacheva ?,146.7 million,Russia,0,SUCCESS,4.228,1147,1
e85592eec27d9748,What is the 2018 population of the 'Notes on Poetic Style Through the Ages ' treasure 's present location ?,1.47 million,The context does not contain information about the 2018 population of any location.,0,SUCCESS,4.6711,934,16
e916a52a69172bdb,"How many times did the Husky of Honor with a hometown in Glenn Heights , Texas win the Nancy Lieberman Award ?",two,2,0,SUCCESS,4.9906,909,110
e977b50b006e6675,What is the 1993 population estimate of the city that is the second-largest city in Myanmar ?,"885,287","885,287",1,SUCCESS,4.7476,953,63
e9a3e2d35fd03de0,The driver who finished at position 4 in the 2005 Japanese Grand Prix was of born in what year ?,1983,1986,0,SUCCESS,4.6369,1002,2
e9f351a7b62a265d,"Which prehistoric immigrants got to the continent of the nation with 500,000 residents with origins in Lebanon ?",Paleo-Indians,Prehistoric immigrants are not mentioned in the context.,0,SUCCESS,4.038,713,10
eb023128000a9684,How many uninterrupted baseball seasons of more wins than losses have happened at the university attended by Todd Moser ?,19,Not available,0,SUCCESS,6.1303,778,200
eb942674cf7dbefc,"What is the nation of the athlete who was born on August 1 , 1979 ?",China,United States,0,SUCCESS,3.9985,1311,2
ec037baed0aa50f1,Which team won their 2nd MVC Tournament title against Indiana State ?,Creighton,Illinois State Redbirds,0,SUCCESS,4.0415,667,5
ec394404f4f90a8f,What was the house in Cass County as station of ?,Underground Railway,The provided context does not mention any house in Cass County as a station.,0,SUCCESS,4.5803,655,15
ee399f2d2ebcdcac,What animal returns yearly to rear offspring in the park near La Pointe ?,Bald eagles,The context does not mention any animal returning yearly to rear offspring in a park near La Pointe.,0,SUCCESS,4.7642,804,20
ee5421c71f255ed1,What is the championship team whose top scorer was born on 25 November 1918 ?,Partizan,Crvena Zvezda,0,SUCCESS,4.3373,1133,6
ef1dde11fb06ae2c,In which state lays the burial place of the United States president that led the Union Army as Commanding General of the United States Army in winning the American Civil War ?,New York City,Illinois,0,SUCCESS,4.2067,854,2
f03b32990d52cca0,How many square km is the area of the country of the pair ranked 2nd at the 2011 NRW Trophy ?,"357,386","357,386",1,SUCCESS,13.9771,797,1115
f1a039aa92cccb1a,What is the population of the city for the school that opened in 1907 ?,"57,449 people",2.06 million,0,SUCCESS,4.0272,815,4
f227f54a03795a22,The driver who held the record for most Grand Prix victories until 2001 finished in what position ?,7,7,1,SUCCESS,5.3483,981,65
f2d83183153d88aa,Which institution established in 1982 is located in a place that is also known as Kovai and Koyamuthur ?,Bharathiar University,Bharathiar University,1,SUCCESS,4.4395,883,5
f2ec5fc631adce01,"What is the residence of the Senator born September 18 , 1971 ?",Toledo,Maineville,0,SUCCESS,4.3591,549,3
f50907ea0bc6a4bb,How many beds are available in the city named after the only U.S . Senator ever killed in military combat ?,25,Not available,0,SUCCESS,7.4742,755,348
f56c21143cf5b74b,How many seats is the twin turboprop transport/passenger aircraft designed in 1957 manufactured by the company that works closely with a turbine manufacturer located in Zaporizhia ?,44,44,1,SUCCESS,9.2161,707,651
f72c59ef1f8f8487,"what is the elevation of a dormant volcano in the Caucasus Mountains in Southern Russia , near the border with Georgia ?","5,642","5,642 metres (18,510 ft)",0,SUCCESS,4.3827,1177,10
f7b1af6c319f738b,What is the full name of the person who won a medal in 1948 ?,Mohammad-Jafar Salmasi,Mohammad-Jafar Salmasi,1,SUCCESS,4.0974,771,7
f803595848937dc5,Which Ohio county does Randy Gardner live in ?,Wood County,Wood County,1,SUCCESS,4.024,712,2
f8f1251afbf858c8,What has the school of the tournament runner up of the 1990 America East Conference tournament won national championships in ?,skiing,The context does not provide information about national championships won by the school of the tournament runner-up (Vermont) in 1990.,0,SUCCESS,4.779,847,27
f939124fdda40299,How many drivers does the constructor known as `` The Prancing Horse '' have ?,2,2,1,SUCCESS,5.4254,1004,133
f9d9765f070f754f,The third busiest airport in Brazil has what IATA code ?,BSB,BSB,1,SUCCESS,4.2045,1143,2
f9f0e36fd2d69b23,How many times in F1 did the person who finished the Hungarian Grand Prix qualifier in 1:18.515 in 1999 finish a race fastest ?,three,Not available.,0,SUCCESS,7.7665,1063,352
fc9605cb355ae05c,What person is apart of the Electorate that was located in the adjacent Buller electorate until 1887 ?,Patrick O'Regan,Patrick O'Regan,1,SUCCESS,4.0739,585,5
fe656b138209535c,What is the % change of the Metropolitan statistical area which is built around the Mississippi river ?,+8.37%,+0.29%,0,SUCCESS,4.604,1183,5
ffa3e77e60668296,How many cylinders did the manufacturers use whose country is the third largest country by area ?,14,The context does not provide cylinder count information for any manufacturer.,0,SUCCESS,4.9411,696,128
ffd446eb1b40e694,"What is the league whose city has a history of over 2,200 years and was a major terminus of the maritime Silk Road ?",Hong Kong Premier League,Chinese Super League,0,SUCCESS,3.7076,898,3
ffe6d113dfde5427,"Of the free and open source software browsers , which is currently on stable version 10 ?",Android,None.,0,SUCCESS,3.7478,697,2
