Index,Batch_ID,Question_ID,Table_ID,Question,Gold_Answer,Qwen_Answer,Exact_Match,LLM_Judge,Status,Num_Iterations,Total_Latency_Sec,Avg_Latency_Per_Step,API_Call_Count,Input_Tokens,Output_Tokens,Total_Tokens
83,,417e8f49a367e1cf,List_of_the_oldest_churches_in_the_United_States_0,What is the completion year for the church who 's ruins are currently being researched by members of the Jamestown Rediscovery project ?,1647,": The completion year for the church whose ruins are currently being researched by members of the Jamestown Rediscovery project, Jamestown Church, is 1647. This is supported by the table entry stating that the church was completed in 1647.",0,NOT_RUN,SUCCESS,2,10.6026,5.3013,4,4351,300,4651
84,,4190e99b1fc0cd9c,1999_Canadian_Grand_Prix_0,Which year did the person who completed the qualifying race of the Canadian Grand Prix of 1999 in 1:19.440 first get onto the podium ?,1995,: No such driver exists in the provided data.,0,NOT_RUN,SUCCESS,3,27.2438,9.0813,7,10309,1797,12106
85,,4258f5d5f0b610ec,Chief_of_Defence_(Norway)_0,What branch is the youngest chief of defence from ?,Army,": The youngest chief of defence is Sigurd Frisvold, who belongs to the Army branch.",0,NOT_RUN,SUCCESS,2,10.6379,5.319,4,5209,426,5635
86,,4373828a6890f3db,2005_European_Grand_Prix_0,What age did the driver who finished at position 6 at the 2005 European Grand Prix qualifier start go-karting ?,three,": Fernando Alonso, who finished at position 6 in the 2005 European Grand Prix, started go-karting at the age of three.",0,NOT_RUN,SUCCESS,3,14.7171,4.9057,7,7356,208,7564
87,,4415fe2496ce4dc0,Miss_Teen_USA_1,For how long was the husband of the actress that made her film debut in Last Action Hero ranked world No . 1 ?,286 weeks,": The query cannot be answered based on the provided information, as no actress in the given table or content made her film debut in *Last Action Hero*. Therefore, there is insufficient data to determine how long her husband was ranked world No. 1.",0,NOT_RUN,SUCCESS,2,10.2249,5.1124,4,4564,413,4977
88,,45afa1768b409df9,2001_Japanese_Grand_Prix_0,What month was the driver with a gap of +3.926 born ?,July,": The driver with a gap of +3.926 is Fernando Alonso, who was born in July.",0,NOT_RUN,SUCCESS,3,17.6914,5.8971,7,7901,442,8343
89,,46a7a4b68a424075,List_of_public_art_in_Indianapolis_8,Which publication designated the person who created the artwork King at Rest as renown in the northwestern region of the US ?,Willamette Week,": The publication that designated Lorenzo Ghiglieri, the artist of the artwork *King at Rest*, as renowned in the northwestern region of the U.S. is the Willamette Week.",0,NOT_RUN,SUCCESS,3,15.7554,5.2518,7,6385,348,6733
90,,4b12f17766fafc1d,Golden_Eagle_Award_for_Best_Foreign_Language_Film_0,What is the national title of the film whose production country is a unitary parliamentary democracy and constitutional monarchy ?,Dogville,: The national titles of the films whose production country is a unitary parliamentary democracy and constitutional monarchy (United Kingdom) are Dogville and Match Point.,0,NOT_RUN,SUCCESS,2,9.516,4.758,4,3986,226,4212
91,,4c18213568508e6e,List_of_highways_in_Ontario_0,What Trail has a section in the town that starts the highway that ends in a town on the eastern shore of Lake Huron at the mouth of the Maitland River ?,Bruce,": Highway 8 ends in Goderich, a town located on the eastern shore of Lake Huron at the mouth of the Maitland River.",0,NOT_RUN,SUCCESS,2,11.6575,5.8288,4,5628,511,6139
92,,4c267931c04686ac,2012_NASCAR_Camping_World_Truck_Series_0,"Which person had the most laps led from a winning manufacturer that had two men start the company on November 3 , 1911 with a pole position guy that had a three time champion of the Nascar Gander RV & Outdoors Truck Series ?",James Buescher,: James Buescher,1,NOT_RUN,SUCCESS,4,37.0207,9.2552,10,13811,2449,16260
93,,4d6bfbc7abb0308f,South_Korea_national_football_team_records_2,In which league was the player to debut against the Reggae Boyz the highest scorer ?,K League 1,: There is insufficient information in the provided materials to determine which player debuted against the Reggae Boyz or which league they were the highest scorer in.,0,NOT_RUN,SUCCESS,2,11.1291,5.5645,4,4556,358,4914
94,,5146898ab8595346,Big_Brother_11_(UK)_0,What is the area of the small old center of the city that Big Brother participant Ben Duncan is from ?,1.12 square miles,": The small old center of the city that Ben Duncan is from, London, is known as the City of London. This historic area is the primary central business district of London and is the smallest county in the United Kingdom.",0,NOT_RUN,SUCCESS,3,14.6131,4.871,7,5457,266,5723
95,,5163fdb238a060bd,Owen_Turtenwald_0,In what month did the season conclude the year that Owen Turtenwald won the Grand Prix in Nice ?,August,: The season concluded in December.,0,NOT_RUN,SUCCESS,2,22.5272,11.2636,4,4950,1449,6399
96,,516f178e5a7c6503,1997_World_Junior_Figure_Skating_Championships_1,What was the month of birth of the number 3 ranked competitor in the 1997 World Junior Figure Skating Championships ?,November,: The month of birth of the number 3 ranked competitor in the 1997 World Junior Figure Skating Championships is not available in the provided data.,0,NOT_RUN,SUCCESS,2,15.0845,7.5423,4,4027,537,4564
97,,51994b0c74870590,List_of_tallest_buildings_in_South_Korea_0,What is the rank of the 555 meter South Korean building in the world in terms of height ?,5th,": The 555-meter-tall building in South Korea, the Lotte World Tower, is ranked 1st in the world in terms of height.",0,NOT_RUN,SUCCESS,2,10.2156,5.1078,4,4368,198,4566
98,,51a8ab50c42fbc7e,List_of_comets_visited_by_spacecraft_3,"On which date was this spacecraft decommissioned , which was built to explore the C-type asteroid composed of primitive carbonaceous material ?",1 November 2018,": The spacecraft built to explore the C-type asteroid composed of primitive carbonaceous material is OSIRIS-REx. It was decommissioned on September 24, 2023.",0,NOT_RUN,SUCCESS,3,17.8462,5.9487,7,7847,726,8573
99,,51b148d6265b2433,Binaca_Geetmala_annual_list_1975_0,In what year was the lyricist of `` Jis dil mein basa tha pyaar tera '' born ?,1924,": The lyricist of the song ""Jis dil mein basa tha pyaar tera,"" Indeevar, was born on 1 January 1924.",0,NOT_RUN,SUCCESS,3,15.7406,5.2469,7,7529,407,7936
100,,51c7cb7b9b086651,1998_Luxembourg_Grand_Prix_0,"When was the fastest driver for McLaren , Mercedes born ?",28 September 1968,": Mika Häkkinen, born on 28 September 1968, was the fastest driver for McLaren - Mercedes in the 1998 Luxembourg Grand Prix.",0,NOT_RUN,SUCCESS,2,12.9228,6.4614,4,4658,576,5234
101,,52940168b8d4e009,List_of_British_racecourses_2,What is the name of the racecourse whose country was first inhabited by modern humans during the Upper Palaeolithic period ?,Bibury Racecourse,: There is no racecourse in the provided data whose country was first inhabited by modern humans during the Upper Palaeolithic period.,0,NOT_RUN,SUCCESS,2,13.0615,6.5308,4,4768,843,5611
102,,53e485646449d222,List_of_Washington_Redskins_players_4,How many undergrad majors are in the university attended by Henry Ellard ?,60,: The provided information does not specify the number of undergraduate majors at Fresno State University.,0,NOT_RUN,SUCCESS,3,14.0217,4.6739,7,5470,304,5774
103,,541da06255b52db6,Guangdong_1,What is the league whose city forms part of the Pearl River Delta megalopolis ?,China Futsal Super League,: The league whose city forms part of the Pearl River Delta megalopolis is the 2014 China League One.,0,NOT_RUN,SUCCESS,2,9.5365,4.7683,4,3804,223,4027
104,,557d7c22208b7604,2006_in_video_gaming_1,Where is this Publisher located whose Platform only has one entry on the list ?,Kyoto,: The publisher whose platform has only one entry on the list is Nintendo.,0,NOT_RUN,SUCCESS,2,10.8041,5.4021,4,4590,506,5096
105,,55fb4e74d50b3393,List_of_tallest_dams_in_the_world_0,Which concrete arch dam is located in the country home to the two global cities and economic centres of Zürich and Geneva ?,Mauvoisin Dam,": The concrete arch dam located in Switzerland, the country home to the two global cities and economic centres of Zürich and Geneva, is the Mauvoisin Dam.",0,NOT_RUN,SUCCESS,3,15.246,5.082,7,7121,344,7465
106,,560e6ba9877d22a6,List_of_Secretaries_of_State_of_Puerto_Rico_0,"For the latest member to serve , what were some of the things her party opposed ?",the abolition of slavery,": Marisara Pont Marchese, the latest member to serve as Secretary of State of Puerto Rico, was a member of the Popular Democratic Party (PPD) and thus opposed the New Progressive Party (PNP).",0,NOT_RUN,SUCCESS,2,9.93,4.965,4,3945,257,4202
107,,5728bdcb0bedc535,List_of_the_busiest_airports_in_Central_America_4,What is the name of the airport in the city that is the most populous urban area in Central America ?,La Aurora International Airport,": The name of the airport in the city that is the most populous urban area in Central America, Guatemala City, is La Aurora International Airport.",0,NOT_RUN,SUCCESS,3,17.0469,5.6823,7,7104,677,7781
108,,58cc2d00ae0f3100,List_of_Cascade_volcanoes_2,Near what pass is the volcano that last erupted in the Holocene era ?,Santiam Pass,": Mount Baker is a volcano that last erupted in the Holocene era (1880). However, the nearest pass to it cannot be determined from the provided information.",0,NOT_RUN,SUCCESS,4,40.9679,10.242,10,22210,3330,25540
109,,5914afe6f78c7c18,List_of_parks_in_Seoul_0,"What is the elevation of this park located in the district of 131,452 people in 2013 ?",125 metres,: Gandeme Park,0,NOT_RUN,SUCCESS,3,24.9928,8.3309,7,10301,1924,12225
110,,59299b0b5cb88d8c,2013_New_York_Red_Bulls_season_1,What is the home city of competitor number 8 's team ?,Oslo,": The home city of the team that player number 8 played for cannot be determined from the provided table, as it does not contain information about team locations or home cities.",0,NOT_RUN,SUCCESS,2,9.1553,4.5777,4,3819,231,4050
111,,5a6bb9bfd379f8a7,List_of_helicopter_prison_escapes_0,What was the name of the prisoner who escape from Rio Piedras State Penitentiary in Puerto Rico ?,William Lane,: The name of the prisoner who escaped from Rio Piedras State Penitentiary in Puerto Rico was William Lane.,0,NOT_RUN,SUCCESS,2,10.0373,5.0187,4,9470,288,9758
112,,5b75b20de499cd08,Records_of_members_of_parliament_of_the_United_Kingdom_6,In which year was the seat represented by the son of John Rempston split into two ?,1832,": The provided table and related materials do not contain information about John Rempston or his son, nor do they mention any parliamentary seat being split into two. Therefore, the query cannot be answered with the given data.",0,NOT_RUN,SUCCESS,2,10.0913,5.0457,4,5483,293,5776
113,,5bea2164b7d2c337,List_of_Washington_Redskins_players_6,What was the last year of the athletic program at the post-secondary school attended by Junior Galette ?,2015,": The last year of the athletic program at Stillman College, the post-secondary school attended by Junior Galette, was 2015.",0,NOT_RUN,SUCCESS,2,9.5894,4.7947,4,3337,234,3571
114,,5c14c28e4727ac7d,List_of_National_Historic_Landmarks_in_Maryland_0,Who designed a house in the county seat of Anne Arundel County ?,William Buckland,": William Buckland designed the Chase-Lloyd House, a notable historic house located in Annapolis, the county seat of Anne Arundel County.",0,NOT_RUN,SUCCESS,2,12.5756,6.2878,4,8522,691,9213
115,,5c193dcf3d1f9440,American_Horse_of_the_Year_1,What city was the trainer of the 1967 American Horse of the Year born ?,Centreville,": The trainer of the 1967 American Horse of the Year, Frank Y. Whiteley, Jr., was born in Centreville, Maryland.",0,NOT_RUN,SUCCESS,3,16.1302,5.3767,7,6186,382,6568
116,,5cdc8869a06434f6,Luis_Scott-Vargas_0,"Located in Indianapolis , how many Grands Prix did this season consisted of where the event type usually takes place in the summer or autumn ?",Twenty,: 1,0,NOT_RUN,SUCCESS,2,9.8343,4.9172,4,3854,208,4062
117,,5cf5625f21bb3148,List_of_mass_car_bombings_0,How many years is the claimed age of the city where 103+ were killed by a vehicle bomb on 27th of January ?,"3,500",": The city where 103+ people were killed by a vehicle bomb on January 27th is Kabul, Afghanistan. The claimed age of Kabul is over 3,500 years.",0,NOT_RUN,SUCCESS,3,15.8853,5.2951,7,6645,435,7080
118,,5de3aed5acae413d,List_of_Washington_Redskins_players_12,How many clinical departments are contained in the post-secondary school attended by Charles Mann ?,16,": The post-secondary school attended by Charles Mann, the University of Nevada, contains 16 clinical departments.",0,NOT_RUN,SUCCESS,3,14.7518,4.9173,7,5137,243,5380
119,,5ebf8b11226575c3,2004_Chinese_Grand_Prix_0,How many seasons did the driver who finished 8th in the 2004 Chinese Grand Prix qualifying round drive in Formula One ?,ten,": The driver who finished 8th in the 2004 Chinese Grand Prix qualifying round, Olivier Panis, drove in Formula One for 10 seasons.",0,NOT_RUN,SUCCESS,3,16.4054,5.4685,7,6904,438,7342
120,,5fd71c286251aec1,List_of_songs_in_Guitar_Hero_II_2,What is the single/pack of the artist who was born on 3 December 1948 ?,Guitar Hero Track Pack 1,": The information about the artist born on 3 December 1948 is not available in the provided table or related content. Therefore, it is not possible to determine the single/pack associated with such an artist.",0,NOT_RUN,SUCCESS,2,9.378,4.689,4,4105,284,4389
121,,6093d7216eade2ca,List_of_Norwegian_football_league_champions_2,"Out of all top scorers , which one is the oldest ?",Per Kristoffersen,: Odd Iversen (Rosenborg),0,NOT_RUN,SUCCESS,2,9.7859,4.8929,4,3935,347,4282
122,,63f5fa13c6c34e1d,2000_Australian_Grand_Prix_0,"What was the time of the only driver in history to win seven Formula One World Championships , five of which he won consecutively ?",1:31.075,": The time of Michael Schumacher, the only driver in history to win seven Formula One World Championships with five consecutive titles, is not available in the provided materials.",0,NOT_RUN,SUCCESS,2,9.8895,4.9447,4,4136,344,4480
123,,646b223b1a2b2392,"List_of_county_routes_in_Delaware_County,_New_York_0",The route that goes through Treadwell Road ends at a town with what 2010 population ?,"2,411",": The route that goes through Treadwell Road is CR 14, which ends at NY 23 near the town of Walton, New York. However, the 2010 population of Walton is not available in the provided materials.",0,NOT_RUN,SUCCESS,2,13.188,6.594,4,4652,818,5470
124,,65b69d46bd5b9ab4,List_of_former_national_capitals_6,What temperature scale was invented in the city that was the capital of Sweden from 1273 to 1436 ?,Celsius,": The temperature scale invented in Uppsala, the city that was the capital of Sweden from 1273 to 1436, is the Celsius scale.",0,NOT_RUN,SUCCESS,3,15.7422,5.2474,7,6652,325,6977
125,,66060efe9b674c93,Ethnic_groups_in_Africa_4,What is the area in km squared of the country that has members of the Baka ethnic group ?,"79,343",": The area of Western Equatoria in South Sudan, the country where members of the Baka ethnic group reside, is 79,343 square kilometers.",0,NOT_RUN,SUCCESS,3,15.0419,5.014,7,6161,249,6410
126,,680545cc25b01832,List_of_bridges_on_the_National_Register_of_Historic_Places_in_Maine_0,"What is the name of the bridge whose county 's population was 281,674 in 2010 ?",Androscoggin Swinging Bridge,: Unable to determine based on available information.,0,NOT_RUN,SUCCESS,2,10.7089,5.3544,4,7220,337,7557
127,,687930dc57e6d7b4,1999_Canadian_Grand_Prix_0,How many Formula One races has the person who finished the qualifying race of the Canadian Grand Prix of 1999 in 1:20.378 obtained a win in ?,three,": No driver in the 1999 Canadian Grand Prix qualifying session recorded a lap time of 1:20.378. Therefore, the question cannot be answered based on the provided data.",0,NOT_RUN,SUCCESS,2,16.972,8.486,4,5416,1264,6680
128,,6a1fab76db672891,List_of_association_football_stadiums_in_the_Republic_of_Ireland_0,What is the seating capacity of the stadium that is built on the site of the former Lansdowne Road Stadium ?,"51,700",": The seating capacity of the Aviva Stadium, which was built on the site of the former Lansdowne Road Stadium, is 51,700.",0,NOT_RUN,SUCCESS,2,9.5445,4.7722,4,3926,179,4105
129,,6a559d012841253a,List_of_Medal_of_Honor_recipients_for_World_War_II_19,What division was the man in the Air Force in 1943 assigned to shortly before the US joined WWII ?,Air War Plans,: The division of the person in the Air Forces who served in 1943 was the Army Air Forces.,0,NOT_RUN,SUCCESS,2,12.1863,6.0931,4,4433,691,5124
130,,6be96bd8963d8ea9,ACC_Men's_Soccer_Tournament_0,In 1998 the Champion team was a part of what division ?,Atlantic Coast Conference of NCAA Division I soccer,": The provided table does not contain information about the division to which Clemson belonged in 1998. Therefore, the division cannot be determined from the given data.",0,NOT_RUN,SUCCESS,2,8.9468,4.4734,4,3860,183,4043
131,,70d0beb6c2cb07bc,List_of_Oceanian_stadiums_by_capacity_0,What is the capacity of the stadium that was completed in March 1999 at a cost of A $ 690 million ?,"83,500",": The capacity of ANZ Stadium, which was completed in March 1999 at a cost of A$690 million, is 110,000.",0,NOT_RUN,SUCCESS,2,9.6724,4.8362,4,4470,289,4759
132,,719ed89f043d9b8f,"Brazilian_gubernatorial_elections,_2010_0",When did the politician beaten by the current Minister of Mines and Energy resign as president of his party ?,2016,": The query cannot be answered using the provided information. The table details Brazilian gubernatorial elections from 2010, but it does not contain any data about the current Minister of Mines and Energy (Eduardo Braga) being defeated in an election or resigning as president of his party. Additionally, there is no mention of any politician's resignation from a party presidency in the given content.",0,NOT_RUN,SUCCESS,2,12.1797,6.0899,4,6079,615,6694
133,,72192864e58282fe,Shouta_Yasooka_0,What city hosted the World Championship in the season that Shouta Yasooka ranked 5th twice ?,Chiba,: The city that hosted the World Championship in the season when Shouta Yasooka ranked 5th twice (2010) is Istanbul.,0,NOT_RUN,SUCCESS,3,15.2527,5.0842,7,6645,403,7048
134,,72b239192ab22f7f,CZW_Cage_of_Death_0,"Which September 9 , 2000 main event person is youngest ?",Justice Pain,: Joe Cada is the youngest.,0,NOT_RUN,SUCCESS,2,12.2968,6.1484,4,5300,506,5806
135,,736409ec408ae21d,MTV_Europe_Music_Awards_0,What is the venue of the event whose host gained worldwide attention when his single `` When You Say Nothing at All '' was featured in the film Notting Hill ?,Rotterdam Ahoy,": The venue of the event whose host, Ronan Keating, gained worldwide attention when his single ""When You Say Nothing at All"" was featured in the film Notting Hill is the Point Theatre in Dublin, Ireland.",0,NOT_RUN,SUCCESS,3,15.341,5.1137,7,6550,477,7027
136,,74c78bc9ffb4fd39,1995_NASCAR_SuperTruck_Series_presented_by_Craftsman_0,What is the birthday of Ford 's oldest winning driver ?,"October 28 , 1944",": The winning driver for Ford in the 1995 NASCAR SuperTruck Series presented by Craftsman was Ron Hornaday Jr. However, the birthday or age of Ron Hornaday Jr. cannot be determined from the provided table content, as no birth date information is available.",0,NOT_RUN,SUCCESS,2,12.1889,6.0945,4,3712,439,4151
137,,750d6223ab0812bc,List_of_National_Trust_properties_in_Somerset_0,What is the scheduling number of the site where the remains of a Romano-Celtic Temple can be found ?,1008211,": The provided table and related content do not contain any information about a site with the remains of a Romano-Celtic Temple. Therefore, the scheduling number for such a site cannot be determined from the given data.",0,NOT_RUN,SUCCESS,2,11.9805,5.9902,4,12485,374,12859
138,,756ad73447cf407c,2000_San_Marino_Grand_Prix_0,What is the nationality of the position 1 finisher of the 2000 San Marino Grand Prix ?,Finnish,": The nationality of the position 1 finisher of the 2000 San Marino Grand Prix, Mika Häkkinen, is Finnish.",0,NOT_RUN,SUCCESS,2,9.7181,4.859,4,4056,158,4214
139,,76c3aa9c657f8e17,Dick_Hyde_(musician)_0,"What album was released in 1967 by American sunshine pop band of the 1960s that was a part of a label headquartered in Los Angeles , California ?",Feelin ' Groovy,: No such album found in the provided information.,0,NOT_RUN,SUCCESS,2,14.4545,7.2272,4,4459,961,5420
140,,774f76bf3d767ead,Campeonato_Paulista_1,Which conflict caused the second place team of Campeonato Paulista in 1908 to not mention its German roots ?,World War II,": The conflict that caused the second-place team, Germânia, in the 1908 Campeonato Paulista to not mention its German roots was anti-German sentiment during World War II.",0,NOT_RUN,SUCCESS,2,9.6757,4.8379,4,3818,212,4030
141,,7a2b46741c809315,2005_British_Grand_Prix_0,Which team did the driver that finished fastest in the qualifying round of the 2005 British Grand Prix make his Formula One debut with ?,Minardi,": Fernando Alonso, who finished fastest in the qualifying round of the 2005 British Grand Prix, made his Formula One debut with Minardi.",0,NOT_RUN,SUCCESS,3,15.3028,5.1009,7,7024,260,7284
142,,7a39d46c0a900083,List_of_the_oldest_buildings_in_the_world_2,Which city is located nearby this elaborate tomb in this country bordered by Romania to the north ?,"Kazanlak , Bulgaria",: No information is available to identify a building in Ukraine that is an elaborate tomb.,0,NOT_RUN,SUCCESS,3,15.8266,5.2755,7,7364,370,7734
143,,7a831c629681be59,List_of_submissions_to_the_42nd_Academy_Awards_for_Best_Foreign_Language_Film_0,What film was directed by the director born on 28 November 1933 ?,The Upthrown Stone,": There is no director listed in the provided materials who was born on 28 November 1933. Therefore, no film can be identified as being directed by such a director based on the given information.",0,NOT_RUN,SUCCESS,2,10.6405,5.3202,4,3936,324,4260
144,,7acbf7a7643ef2ba,List_of_ice_hockey_arenas_by_capacity_0,The team that plays in the arena with the sixteenth-highest seating capacity were originally known by what name ?,Minnesota North Stars,": The team that plays in the arena with the sixteenth-highest seating capacity, American Airlines Center, was originally known as the Minnesota North Stars.",0,NOT_RUN,SUCCESS,2,9.9867,4.9934,4,4238,211,4449
145,,7b9ff122ad967ced,FAI_Cup_0,What the original name of the team that won the FAI Cup in the 1925 - 26 season when they were founded ?,Fords F.C,: The original name of the team that won the FAI Cup in the 1925-26 season was Fordsons.,0,NOT_RUN,SUCCESS,2,9.8957,4.9478,4,4317,213,4530
146,,7c05600ff66b731b,List_of_cemeteries_in_England_0,How many trees are approximately growing in the city which contains City Road Cemetery ?,4.5 million,": Approximately 4.5 million trees are growing in Sheffield, the city that contains City Road Cemetery.",0,NOT_RUN,SUCCESS,2,9.1057,4.5529,4,3207,243,3450
147,,7c2df9c6b7089ea0,America_East_Men's_Basketball_Tournament_0,Which university is the 1989 Most Outstanding Player of the America East Conference Men 's Basketball Tournament head basketball coach ?,New Jersey City University,": The 1989 Most Outstanding Player of the America East Conference Men's Basketball Tournament, Marc Brown, is the head basketball coach at New Jersey City University.",0,NOT_RUN,SUCCESS,2,9.1063,4.5531,4,4061,162,4223
148,,7dc78b5327210208,List_of_National_Football_League_attendance_figures_1,The home stadium of the New York Jets is located how many miles west of New York City ?,8,": The home stadium of the New York Jets, MetLife Stadium, is located 8 miles west of New York City.",0,NOT_RUN,SUCCESS,2,9.0356,4.5178,4,3773,108,3881
149,,7fd3c960de2c984d,1999_European_Grand_Prix_0,"Who is the oldest Minardi , Ford driver ?",Luca Badoer,": The provided table and content do not include information about the drivers' ages. Therefore, it is impossible to determine who the oldest Minardi - Ford driver is based on the given data.",0,NOT_RUN,SUCCESS,2,10.2683,5.1341,4,3943,247,4190
150,,808d8b25e1cfc5be,List_of_doping_cases_in_athletics_1,What is the full name of the oldest suspended athlete that violated rules in 2010 or later ?,Ahmed Ibrahim Baday,: The full name of the oldest suspended athlete who violated rules in 2010 or later is José Alessandro Bagio.,0,NOT_RUN,SUCCESS,2,9.6842,4.8421,4,3979,176,4155
151,,80f12bc33c363ba0,1952_French_Grand_Prix_0,How many years did the person who finished the qualifying round of the French Grand Prix of 1952 in 2:21.6 drive in Formula One ?,fourteen,": The provided table does not contain information about qualifying rounds for the 1952 French Grand Prix, and the time ""2:21.6"" corresponds to Maurice Trintignant, who finished in 14th position in the race with a time of 2:21.6. However, there is no data on his career duration in Formula One within the given table. Therefore, based on the provided content, it is not possible to determine how many years Maurice Trintignant drove in Formula One.",0,NOT_RUN,SUCCESS,2,12.6005,6.3003,4,4068,576,4644
152,,8189497c5ab37fe7,List_of_Seattle_bridges_0,Which bridge spans the river that is the lower 12 miles ( 19 km ) of Washington state 's Green River ?,First Avenue South Bridge,: The bridge that spans the river which is the lower 12 miles (19 km) of Washington state's Green River is the Duwamish River.,0,NOT_RUN,SUCCESS,2,9.8853,4.9427,4,4223,237,4460
153,,81c7798c0af5690a,List_of_Hispanic_Medal_of_Honor_recipients_3,There 's a good chance Santiago J. Erevia is a graduate of what ?,US Army Air Assault School,: There is no information provided about Santiago J. Erevia’s educational background or graduation details in the given table or related materials.,0,NOT_RUN,SUCCESS,2,10.1987,5.0994,4,4802,276,5078
154,,83446304518e3202,Deloitte_Football_Money_League_5,What are fans of the football club with 2016 revenue less than 169.3 but more than 164.8 called ?,Evertonians or Blues,": The fans of Everton, the football club with a 2016 revenue of 165.1 million euros (which is less than 169.3 and more than 164.8), are called Evertonians or Blues.",0,NOT_RUN,SUCCESS,3,16.5355,5.5118,7,6173,416,6589
155,,847041d4fa9a40d4,List_of_professional_sports_teams_in_Alabama_0,How many games did the World Basketball Association team win during their only season of existence ?,9,": The query cannot be answered based on the provided information. The World Basketball Association was active until 2013, not just a single season in 1932, and no specific number of games won by any team in the league is mentioned. Therefore, the number of games won during their only season of existence cannot be determined.",0,NOT_RUN,SUCCESS,2,11.4041,5.702,4,3750,516,4266
156,,86735444f12f105b,List_of_television_stations_in_Canada_2,Where is the channel that broadcasts multiple languages located ?,"Winnipeg , Manitoba",": The channel that broadcasts multiple languages, Shaw Multicultural Channel, is located in Metro Vancouver and Calgary.",0,NOT_RUN,SUCCESS,2,11.4511,5.7256,4,3607,515,4122
157,,87a716ffeee7c9f6,List_of_Major_League_Baseball_home_run_champions_0,How many times was the player nicknamed The Georgia Peach runner-up ?,four,": The player nicknamed The Georgia Peach, Ty Cobb, was runner-up 0 times according to the provided table.",0,NOT_RUN,SUCCESS,2,9.5812,4.7906,4,3550,153,3703
158,,8935806f630573ac,List_of_Southwestern_Athletic_Conference_Men's_Basketball_Tournament_Finals_broadcasters_0,Which former Most Outstanding Player was a first round draft selection of the Portland Trailblazers in 1978 ?,Ron Brewer,": Mike Schultz, who was the Most Outstanding Player in 1978, was not a first-round draft selection of the Portland Trail Blazers in 1978.",0,NOT_RUN,SUCCESS,3,15.981,5.327,7,6853,436,7289
159,,89e1c7f63ef47776,"List_of_county_routes_in_Fulton_County,_New_York_1",What is the length in km of the county route that cross the eastern part of the american state of New York ?,2.11,: The provided materials do not contain enough information to determine the length in kilometers of a county route that crosses the eastern part of New York.,0,NOT_RUN,SUCCESS,2,15.8803,7.9402,4,5110,1064,6174
160,,8a92baac4500c54b,Paulo_Vitor_Damo_da_Rosa_0,What location was the twelfth season of the Magic 's event take place that was the main event of a minimum three-day mini-convention ?,San Francisco,: There is insufficient information in the provided materials to determine the location of the event in the twelfth season of Magic that was the main event of a minimum three-day mini-convention.,0,NOT_RUN,SUCCESS,2,12.5196,6.2598,4,4576,757,5333
161,,8af7661b0cc32719,List_of_parks_in_Seoul_0,What is the area of the Seoul park located in the same district that is home to Konkuk University and Sejong Universityr ?,"23,450㎡",": The area of the Seoul park located in Gwangjin-gu, which is home to Konkuk University and Sejong University, is 593,036㎡.",0,NOT_RUN,SUCCESS,3,18.5332,6.1777,7,8013,747,8760
162,,8b4f6bae5cc5c186,List_of_Washington_Redskins_players_0,What was the establishment year of the university attended by Willie Adams ?,1888,": The establishment year of the university attended by Willie Adams, New Mexico State University, cannot be determined from the provided information.",0,NOT_RUN,SUCCESS,2,9.8829,4.9414,4,3623,282,3905
163,,8bd1fff36d9dfba0,List_of_New_York_Rangers_draft_picks_0,Which 1964 player is the oldest ?,Syl Apps,": The provided information does not include the birth dates or ages of the players drafted in 1964 by the New York Rangers, so it is not possible to determine which player is the oldest.",0,NOT_RUN,SUCCESS,2,11.1618,5.5809,4,3841,390,4231
164,,8d4ce7921f557240,2007_AFL_Draft_3,"What color is the mascot of the club who 's player is younger brother of former Collingwood and Fremantle player , Chris Tarrant ?",grey,": There is insufficient information in the provided materials to determine the color of the mascot of the club whose player is the younger brother of Chris Tarrant, a former Collingwood and Fremantle player. The materials do not mention Chris Tarrant having a younger brother, nor do they provide any details about such a person or their associated club's mascot color.",0,NOT_RUN,SUCCESS,4,24.901,6.2252,10,9476,1159,10635
165,,8dcffe4b10c32367,2011_NASCAR_Camping_World_Truck_Series_0,Who is the brother of the winning driver of the pole position who drives the No . 14 Ford Mustang ?,Kurt Busch,": There is no such race in the 2011 NASCAR Camping World Truck Series where the No. 14 car was a Ford Mustang, so the winning driver cannot be determined from the given data.",0,NOT_RUN,SUCCESS,2,12.5528,6.2764,4,3929,451,4380
166,,8e47e4ffcd370d4c,1984_San_Marino_Grand_Prix_0,How many Formula One events did the person who finished the qualifying round of the San Marino Grand Prix of 1984 right behind Manfred Winkelhock compete in ?,143,": The person who finished right behind Manfred Winkelhock in the qualifying round of the 1984 San Marino Grand Prix was Eddie Cheever. According to the provided table, Eddie Cheever competed in 1 Formula One event as per the dataset. However, this is likely incomplete as Eddie Cheever's actual career spanned multiple events, but the given data only reflects one race.",0,NOT_RUN,SUCCESS,3,17.4078,5.8026,7,7485,514,7999
167,,8e618c2e2b25dda7,HK_Lida_0,"How many players that were born in 1990 and were acquired in 2012 , were defencemen ( D ) ?",2,": There are 2 players who were born in 1990, acquired in 2012, and played as defencemen (D).",0,NOT_RUN,SUCCESS,2,9.9079,4.9539,4,4096,306,4402
