Index,Batch_ID,Question_ID,Table_ID,Question,Gold_Answer,Model_Answer,Exact_Match,LLM_Judge,Status,Num_Iterations,Total_Latency_Sec,Avg_Latency_Per_Step,API_Call_Count,Input_Tokens,Output_Tokens,Total_Tokens
98,,51a8ab50c42fbc7e,List_of_comets_visited_by_spacecraft_3,"On which date was this spacecraft decommissioned , which was built to explore the C-type asteroid composed of primitive carbonaceous material ?",1 November 2018,1992-03-26,0,NOT_RUN,SUCCESS,3,26.8255,8.9418,7,8472,557,9029
99,,51b148d6265b2433,Binaca_Geetmala_annual_list_1975_0,In what year was the lyricist of `` Jis dil mein basa tha pyaar tera '' born ?,1924,1965,0,NOT_RUN,SUCCESS,3,22.883,7.6277,7,8868,373,9241
100,,51c7cb7b9b086651,1998_Luxembourg_Grand_Prix_0,"When was the fastest driver for McLaren , Mercedes born ?",28 September 1968,28 September 1968,1,NOT_RUN,SUCCESS,3,22.9525,7.6508,7,7791,343,8134
101,,52940168b8d4e009,List_of_British_racecourses_2,What is the name of the racecourse whose country was first inhabited by modern humans during the Upper Palaeolithic period ?,Bibury Racecourse,,0,NOT_RUN,MAX_ITER,5,58.6737,11.7347,15,17400,1285,18685
102,,53e485646449d222,List_of_Washington_Redskins_players_4,How many undergrad majors are in the university attended by Henry Ellard ?,60,60,1,NOT_RUN,SUCCESS,3,22.1621,7.3874,7,6794,345,7139
103,,541da06255b52db6,Guangdong_1,What is the league whose city forms part of the Pearl River Delta megalopolis ?,China Futsal Super League,China League One,0,NOT_RUN,SUCCESS,3,23.5699,7.8566,7,7713,373,8086
104,,557d7c22208b7604,2006_in_video_gaming_1,Where is this Publisher located whose Platform only has one entry on the list ?,Kyoto,Location information not available in table,0,NOT_RUN,SUCCESS,4,46.2851,11.5713,10,12610,1198,13808
105,,55fb4e74d50b3393,List_of_tallest_dams_in_the_world_0,Which concrete arch dam is located in the country home to the two global cities and economic centres of Zürich and Geneva ?,Mauvoisin Dam,Mauvoisin Dam,1,NOT_RUN,SUCCESS,2,14.9783,7.4892,4,4421,79,4500
106,,560e6ba9877d22a6,List_of_Secretaries_of_State_of_Puerto_Rico_0,"For the latest member to serve , what were some of the things her party opposed ?",the abolition of slavery,": Based on the provided table content, which contains qualifying results from the 2004 United States Grand Prix (Formula 1 racing data), I cannot answer the user's question. The query asks about ""the latest member to serve"" and ""things her party opposed,"" which relates to political/legislative information. However, the table only contains Formula 1 driver qualifying times, constructors, and positions. There is no information about political members, parties, or their positions on issues in the provided materials. Therefore, there is insufficient information to answer this question.",0,NOT_RUN,SUCCESS,2,87.1712,43.5856,6,4029,486,4515
107,,5728bdcb0bedc535,List_of_the_busiest_airports_in_Central_America_4,What is the name of the airport in the city that is the most populous urban area in Central America ?,La Aurora International Airport,: The name of the airport in the most populous urban area in Central America (Guatemala City) is **La Aurora International Airport**.,0,NOT_RUN,SUCCESS,3,129.6055,43.2018,10,7584,218,7802
108,,58cc2d00ae0f3100,List_of_Cascade_volcanoes_2,Near what pass is the volcano that last erupted in the Holocene era ?,Santiam Pass,": Based on the provided table content, which contains information about Param Vir Chakra award recipients and their military actions, there is no data about volcanoes, their eruption history, or passes. The table only includes military personnel details such as names, ranks, units, dates of action, conflicts, and places of action. Therefore, the question about which pass is near a volcano that last erupted in the Holocene era cannot be answered from the given information.",0,NOT_RUN,SUCCESS,2,61.8014,30.9007,5,4330,394,4724
109,,5914afe6f78c7c18,List_of_parks_in_Seoul_0,"What is the elevation of this park located in the district of 131,452 people in 2013 ?",125 metres,,0,NOT_RUN,MAX_ITER,5,565.2978,113.0596,30,17432,446,17878
110,,59299b0b5cb88d8c,2013_New_York_Red_Bulls_season_1,What is the home city of competitor number 8 's team ?,Oslo,: The home city of competitor number 8's team (New Orleans Pelicans) is New Orleans.,0,NOT_RUN,SUCCESS,3,38.6889,12.8963,7,8771,769,9540
111,,5a6bb9bfd379f8a7,List_of_helicopter_prison_escapes_0,What was the name of the prisoner who escape from Rio Piedras State Penitentiary in Puerto Rico ?,William Lane,: The name of the prisoner who escaped from Rio Piedras State Penitentiary in Puerto Rico was William Lane.,0,NOT_RUN,SUCCESS,2,55.4497,27.7248,4,4153,162,4315
112,,5b75b20de499cd08,Records_of_members_of_parliament_of_the_United_Kingdom_6,In which year was the seat represented by the son of John Rempston split into two ?,1832,1885,0,NOT_RUN,SUCCESS,3,23.814,7.938,7,9231,369,9600
113,,5bea2164b7d2c337,List_of_Washington_Redskins_players_6,What was the last year of the athletic program at the post-secondary school attended by Junior Galette ?,2015,2015,1,NOT_RUN,SUCCESS,3,23.998,7.9993,7,7274,429,7703
114,,5c14c28e4727ac7d,List_of_National_Historic_Landmarks_in_Maryland_0,Who designed a house in the county seat of Anne Arundel County ?,William Buckland,Information not available in table,0,NOT_RUN,SUCCESS,2,27.89,13.945,4,7796,888,8684
115,,5c193dcf3d1f9440,American_Horse_of_the_Year_1,What city was the trainer of the 1967 American Horse of the Year born ?,Centreville,Reno,0,NOT_RUN,SUCCESS,3,24.022,8.0073,7,7488,402,7890
116,,5cdc8869a06434f6,Luis_Scott-Vargas_0,"Located in Indianapolis , how many Grands Prix did this season consisted of where the event type usually takes place in the summer or autumn ?",Twenty,,0,NOT_RUN,MAX_ITER,5,67.0186,13.4037,15,17892,1440,19332
117,,5cf5625f21bb3148,List_of_mass_car_bombings_0,How many years is the claimed age of the city where 103+ were killed by a vehicle bomb on 27th of January ?,"3,500",": The city in question is **Kabul**, where a vehicle bomb attack on January 27 killed more than 103 people. Kabul is claimed to be **3,500 years old**.",0,NOT_RUN,SUCCESS,5,197.6937,39.5387,13,21606,6890,28496
118,,5de3aed5acae413d,List_of_Washington_Redskins_players_12,How many clinical departments are contained in the post-secondary school attended by Charles Mann ?,16,": The number of clinical departments in the post-secondary school attended by Charles Mann cannot be determined from the provided materials. The given table (List of National Football League rushing yards leaders) does not contain any information about Charles Mann, his educational background, or clinical departments. Therefore, the answer is undeterminable based on the available sources.",0,NOT_RUN,SUCCESS,4,182.1245,45.5311,10,12577,10925,23502
119,,5ebf8b11226575c3,2004_Chinese_Grand_Prix_0,How many seasons did the driver who finished 8th in the 2004 Chinese Grand Prix qualifying round drive in Formula One ?,ten,ten,1,NOT_RUN,SUCCESS,3,35.4326,11.8109,7,6839,688,7527
120,,5fd71c286251aec1,List_of_songs_in_Guitar_Hero_II_2,What is the single/pack of the artist who was born on 3 December 1948 ?,Guitar Hero Track Pack 1,Guitar Hero Track Pack 1,1,NOT_RUN,SUCCESS,4,35.4681,8.867,10,11670,642,12312
121,,6093d7216eade2ca,List_of_Norwegian_football_league_champions_2,"Out of all top scorers , which one is the oldest ?",Per Kristoffersen,Cannot be determined from the table,0,NOT_RUN,SUCCESS,2,21.3544,10.6772,4,4780,640,5420
122,,63f5fa13c6c34e1d,2000_Australian_Grand_Prix_0,"What was the time of the only driver in history to win seven Formula One World Championships , five of which he won consecutively ?",1:31.075,1:31:04,0,NOT_RUN,SUCCESS,3,28.8305,9.6102,7,8371,579,8950
123,,646b223b1a2b2392,"List_of_county_routes_in_Delaware_County,_New_York_0",The route that goes through Treadwell Road ends at a town with what 2010 population ?,"2,411",2411,1,NOT_RUN,SUCCESS,3,26.8101,8.9367,7,8450,518,8968
124,,65b69d46bd5b9ab4,List_of_former_national_capitals_6,What temperature scale was invented in the city that was the capital of Sweden from 1273 to 1436 ?,Celsius,": The temperature scale invented in the city that was the capital of Sweden from 1273 to 1436 is the **Celsius** scale. The city in question is Uppsala, which served as Sweden's capital during that period, and Anders Celsius, who invented the Celsius temperature scale, was from Uppsala.",0,NOT_RUN,SUCCESS,2,35.2673,17.6336,4,4180,132,4312
125,,66060efe9b674c93,Ethnic_groups_in_Africa_4,What is the area in km squared of the country that has members of the Baka ethnic group ?,"79,343",2345409,0,NOT_RUN,SUCCESS,3,40.3478,13.4493,7,7483,264,7747
126,,680545cc25b01832,List_of_bridges_on_the_National_Register_of_Historic_Places_in_Maine_0,"What is the name of the bridge whose county 's population was 281,674 in 2010 ?",Androscoggin Swinging Bridge,: Agartala,0,NOT_RUN,SUCCESS,2,24.2976,12.1488,4,5303,160,5463
127,,687930dc57e6d7b4,1999_Canadian_Grand_Prix_0,How many Formula One races has the person who finished the qualifying race of the Canadian Grand Prix of 1999 in 1:20.378 obtained a win in ?,three,3,0,NOT_RUN,SUCCESS,3,71.8607,23.9536,7,7859,2162,10021
128,,6a1fab76db672891,List_of_association_football_stadiums_in_the_Republic_of_Ireland_0,What is the seating capacity of the stadium that is built on the site of the former Lansdowne Road Stadium ?,"51,700",": The seating capacity of the stadium built on the site of the former Lansdowne Road Stadium is 51,700.",0,NOT_RUN,SUCCESS,2,39.0036,19.5018,4,4904,97,5001
129,,6a559d012841253a,List_of_Medal_of_Honor_recipients_for_World_War_II_19,What division was the man in the Air Force in 1943 assigned to shortly before the US joined WWII ?,Air War Plans,Information not available in table,0,NOT_RUN,SUCCESS,3,29.8115,9.9372,7,7918,691,8609
130,,6be96bd8963d8ea9,ACC_Men's_Soccer_Tournament_0,In 1998 the Champion team was a part of what division ?,Atlantic Coast Conference of NCAA Division I soccer,NCAA Division I,0,NOT_RUN,SUCCESS,3,24.6522,8.2174,7,8238,454,8692
131,,70d0beb6c2cb07bc,List_of_Oceanian_stadiums_by_capacity_0,What is the capacity of the stadium that was completed in March 1999 at a cost of A $ 690 million ?,"83,500","83,500",1,NOT_RUN,SUCCESS,5,39.8269,7.9654,13,15537,613,16150
132,,719ed89f043d9b8f,"Brazilian_gubernatorial_elections,_2010_0",When did the politician beaten by the current Minister of Mines and Energy resign as president of his party ?,2016,,0,NOT_RUN,MAX_ITER,5,50.3578,10.0716,15,21136,944,22080
133,,72192864e58282fe,Shouta_Yasooka_0,What city hosted the World Championship in the season that Shouta Yasooka ranked 5th twice ?,Chiba,Istanbul,0,NOT_RUN,SUCCESS,3,27.9434,9.3145,7,7956,660,8616
134,,72b239192ab22f7f,CZW_Cage_of_Death_0,"Which September 9 , 2000 main event person is youngest ?",Justice Pain,Justice Pain,1,NOT_RUN,SUCCESS,3,26.2264,8.7421,7,9435,499,9934
135,,736409ec408ae21d,MTV_Europe_Music_Awards_0,What is the venue of the event whose host gained worldwide attention when his single `` When You Say Nothing at All '' was featured in the film Notting Hill ?,Rotterdam Ahoy,: Rotterdam Ahoy</Answer>,0,NOT_RUN,SUCCESS,2,65.0559,32.5279,4,4843,88,4931
136,,74c78bc9ffb4fd39,1995_NASCAR_SuperTruck_Series_presented_by_Craftsman_0,What is the birthday of Ford 's oldest winning driver ?,"October 28 , 1944",,0,NOT_RUN,MAX_ITER,5,66.4639,13.2928,15,13693,720,14413
137,,750d6223ab0812bc,List_of_National_Trust_properties_in_Somerset_0,What is the scheduling number of the site where the remains of a Romano-Celtic Temple can be found ?,1008211,": The provided table contains bibliographic information about Orson Scott Card's literary works (titles, years, series, formats, ISBNs, and notes). It does not contain any information about Romano-Celtic Temples, archaeological sites, or scheduling numbers. Therefore, the query cannot be answered based on the given table content. The information requested is outside the scope of the provided materials.",0,NOT_RUN,SUCCESS,2,17.543,8.7715,4,5677,338,6015
138,,756ad73447cf407c,2000_San_Marino_Grand_Prix_0,What is the nationality of the position 1 finisher of the 2000 San Marino Grand Prix ?,Finnish,: The nationality of the position 1 finisher of the 2000 San Marino Grand Prix is German.,0,NOT_RUN,SUCCESS,2,187.6928,93.8464,5,3900,113,4013
139,,76c3aa9c657f8e17,Dick_Hyde_(musician)_0,"What album was released in 1967 by American sunshine pop band of the 1960s that was a part of a label headquartered in Los Angeles , California ?",Feelin ' Groovy,": The album released in 1967 by the American sunshine pop band of the 1960s that was part of a label headquartered in Los Angeles, California is **The Magic Garden**.",0,NOT_RUN,SUCCESS,2,49.9888,24.9944,4,4992,129,5121
140,,774f76bf3d767ead,Campeonato_Paulista_1,Which conflict caused the second place team of Campeonato Paulista in 1908 to not mention its German roots ?,World War II,World War I,0,NOT_RUN,SUCCESS,4,65.7315,16.4329,10,12093,583,12676
141,,7a2b46741c809315,2005_British_Grand_Prix_0,Which team did the driver that finished fastest in the qualifying round of the 2005 British Grand Prix make his Formula One debut with ?,Minardi,Minardi,1,NOT_RUN,SUCCESS,3,22.2483,7.4161,7,7566,278,7844
142,,7a39d46c0a900083,List_of_the_oldest_buildings_in_the_world_2,Which city is located nearby this elaborate tomb in this country bordered by Romania to the north ?,"Kazanlak , Bulgaria",Kazanlak,0,NOT_RUN,SUCCESS,3,40.5331,13.511,7,8203,299,8502
143,,7a831c629681be59,List_of_submissions_to_the_42nd_Academy_Awards_for_Best_Foreign_Language_Film_0,What film was directed by the director born on 28 November 1933 ?,The Upthrown Stone,No answer found in the provided table,0,NOT_RUN,SUCCESS,3,43.9016,14.6339,7,9139,326,9465
144,,7acbf7a7643ef2ba,List_of_ice_hockey_arenas_by_capacity_0,The team that plays in the arena with the sixteenth-highest seating capacity were originally known by what name ?,Minnesota North Stars,Minnesota North Stars,1,NOT_RUN,SUCCESS,3,47.9991,15.9997,7,7852,1048,8900
145,,7b9ff122ad967ced,FAI_Cup_0,What the original name of the team that won the FAI Cup in the 1925 - 26 season when they were founded ?,Fords F.C,": The provided table contains information about National Football League (NFL) rushing yards leaders, which is unrelated to the FAI Cup or the 1925-26 season. There is no information available in the given materials to determine the original name of the team that won the FAI Cup in the 1925-26 season. Therefore, the question cannot be answered based on the provided content.",0,NOT_RUN,SUCCESS,2,69.8372,34.9186,5,4441,380,4821
146,,7c05600ff66b731b,List_of_cemeteries_in_England_0,How many trees are approximately growing in the city which contains City Road Cemetery ?,4.5 million,": Based on the provided table content (2004 United States Grand Prix qualifying results), there is no information available about City Road Cemetery or the number of trees in any city. The table only contains Formula 1 qualifying data (positions, drivers, constructors, and lap times). Therefore, the question cannot be answered from the given materials, and there is insufficient information to determine how many trees are approximately growing in the city that contains City Road Cemetery.",0,NOT_RUN,SUCCESS,2,130.2424,65.1212,7,3546,344,3890
147,,7c2df9c6b7089ea0,America_East_Men's_Basketball_Tournament_0,Which university is the 1989 Most Outstanding Player of the America East Conference Men 's Basketball Tournament head basketball coach ?,New Jersey City University,UCLA,0,NOT_RUN,SUCCESS,3,73.6098,24.5366,7,7739,2575,10314
148,,7dc78b5327210208,List_of_National_Football_League_attendance_figures_1,The home stadium of the New York Jets is located how many miles west of New York City ?,8,": The home stadium of the New York Jets is **MetLife Stadium**, which is located approximately **5 miles west of New York City**.",0,NOT_RUN,SUCCESS,3,44.1454,14.7151,7,7555,211,7766
149,,7fd3c960de2c984d,1999_European_Grand_Prix_0,"Who is the oldest Minardi , Ford driver ?",Luca Badoer,": There is no Minardi - Ford driver in the provided table. The Minardi drivers listed are Gianmaria Bruni and Zsolt Baumgartner, both driving for Minardi - Cosworth, and the table does not contain any age information for the drivers. Therefore, it is not possible to determine who the oldest Minardi, Ford driver is from the given data.",0,NOT_RUN,SUCCESS,2,68.2445,34.1223,5,3570,272,3842
150,,808d8b25e1cfc5be,List_of_doping_cases_in_athletics_1,What is the full name of the oldest suspended athlete that violated rules in 2010 or later ?,Ahmed Ibrahim Baday,": Based on the provided table content, I cannot determine the full name of the oldest suspended athlete that violated rules in 2010 or later. The table only contains information about the youngest NBA players (their names, positions, birth dates, ages, teams, and draft picks) and does not include any data about suspensions or rule violations. Therefore, the answer cannot be derived from the given materials.",0,NOT_RUN,SUCCESS,2,70.1227,35.0613,5,4746,361,5107
151,,80f12bc33c363ba0,1952_French_Grand_Prix_0,How many years did the person who finished the qualifying round of the French Grand Prix of 1952 in 2:21.6 drive in Formula One ?,fourteen,: The person who finished the qualifying round of the French Grand Prix of 1952 in 2:21.6 drove in Formula One for 15 years.,0,NOT_RUN,SUCCESS,3,197.745,65.915,8,6938,193,7131
152,,8189497c5ab37fe7,List_of_Seattle_bridges_0,Which bridge spans the river that is the lower 12 miles ( 19 km ) of Washington state 's Green River ?,First Avenue South Bridge,: The First Avenue South Bridge spans the river that is the lower 12 miles (19 km) of Washington state's Green River.,0,NOT_RUN,SUCCESS,2,152.9817,76.4908,5,5722,109,5831
153,,81c7798c0af5690a,List_of_Hispanic_Medal_of_Honor_recipients_3,There 's a good chance Santiago J. Erevia is a graduate of what ?,US Army Air Assault School,"Based on the available information, there is no data about Santiago J. Erevia's educational background or what institution he graduated from. The provided materials only contain his military service details (Specialist Four, Army, Company C, 1st Battalion (Airmobile), 501st Infantry Regiment, 101st Airborne Division, action at Tam Ky in May 1969) and his status as a Medal of Honor recipient, but no information about his education",0,NOT_RUN,SUCCESS,2,15.8738,7.9369,4,4501,361,4862
154,,83446304518e3202,Deloitte_Football_Money_League_5,What are fans of the football club with 2016 revenue less than 169.3 but more than 164.8 called ?,Evertonians or Blues,Evertonians or Blues,1,NOT_RUN,SUCCESS,3,24.7251,8.2417,7,7360,486,7846
155,,847041d4fa9a40d4,List_of_professional_sports_teams_in_Alabama_0,How many games did the World Basketball Association team win during their only season of existence ?,9,9,1,NOT_RUN,SUCCESS,3,24.7342,8.2447,7,7687,475,8162
156,,86735444f12f105b,List_of_television_stations_in_Canada_2,Where is the channel that broadcasts multiple languages located ?,"Winnipeg , Manitoba","Vancouver , British Columbia",0,NOT_RUN,SUCCESS,2,18.9378,9.4689,4,3865,514,4379
157,,87a716ffeee7c9f6,List_of_Major_League_Baseball_home_run_champions_0,How many times was the player nicknamed The Georgia Peach runner-up ?,four,4,0,NOT_RUN,SUCCESS,2,17.9049,8.9525,4,4442,386,4828
158,,8935806f630573ac,List_of_Southwestern_Athletic_Conference_Men's_Basketball_Tournament_Finals_broadcasters_0,Which former Most Outstanding Player was a first round draft selection of the Portland Trailblazers in 1978 ?,Ron Brewer,Ron Brewer,1,NOT_RUN,SUCCESS,3,26.0175,8.6725,7,8497,496,8993
159,,89e1c7f63ef47776,"List_of_county_routes_in_Fulton_County,_New_York_1",What is the length in km of the county route that cross the eastern part of the american state of New York ?,2.11,3.86,0,NOT_RUN,SUCCESS,5,48.0292,9.6058,13,16406,835,17241
160,,8a92baac4500c54b,Paulo_Vitor_Damo_da_Rosa_0,What location was the twelfth season of the Magic 's event take place that was the main event of a minimum three-day mini-convention ?,San Francisco,,0,NOT_RUN,MAX_ITER,5,73.429,14.6858,15,18128,2098,20226
161,,8af7661b0cc32719,List_of_parks_in_Seoul_0,What is the area of the Seoul park located in the same district that is home to Konkuk University and Sejong Universityr ?,"23,450㎡",,0,NOT_RUN,MAX_ITER,5,52.1019,10.4204,15,15943,799,16742
162,,8b4f6bae5cc5c186,List_of_Washington_Redskins_players_0,What was the establishment year of the university attended by Willie Adams ?,1888,: The establishment year of the university attended by Willie Adams was 1898.,0,NOT_RUN,SUCCESS,2,367.6333,183.8167,7,4621,76,4697
163,,8bd1fff36d9dfba0,List_of_New_York_Rangers_draft_picks_0,Which 1964 player is the oldest ?,Syl Apps,: Vince Carter is the oldest 1964 player.,0,NOT_RUN,SUCCESS,2,11.2906,5.6453,4,4906,68,4974
164,,8d4ce7921f557240,2007_AFL_Draft_3,"What color is the mascot of the club who 's player is younger brother of former Collingwood and Fremantle player , Chris Tarrant ?",grey,,0,NOT_RUN,MAX_ITER,5,87.7967,17.5593,15,13571,966,14537
165,,8dcffe4b10c32367,2011_NASCAR_Camping_World_Truck_Series_0,Who is the brother of the winning driver of the pole position who drives the No . 14 Ford Mustang ?,Kurt Busch,,0,NOT_RUN,MAX_ITER,5,115.5642,23.1128,15,15789,937,16726
166,,8e47e4ffcd370d4c,1984_San_Marino_Grand_Prix_0,How many Formula One events did the person who finished the qualifying round of the San Marino Grand Prix of 1984 right behind Manfred Winkelhock compete in ?,143,143,1,NOT_RUN,SUCCESS,3,36.4133,12.1378,7,7389,846,8235
167,,8e618c2e2b25dda7,HK_Lida_0,"How many players that were born in 1990 and were acquired in 2012 , were defencemen ( D ) ?",2,": 0 players. The table provided contains NBA players (with positions like Forward, Guard, Center), not hockey players, and none of the players were born in 1990 or acquired in 2012. Therefore, the number of defencemen (D) matching those criteria is 0.",0,NOT_RUN,SUCCESS,2,20.7544,10.3772,4,4739,235,4974
168,,8ffb2f5bdd6a8fef,List_of_NHL_playoff_series_26,How many seasons included the opponent that plays its home games at Madison Square Garden in the borough of Manhattan ?,8,": The answer is 1 season. The opponent that plays its home games at Madison Square Garden in the borough of Manhattan is the New York Knicks, and based on the table, R. J. Barrett played for the New York Knicks (2019-present), which accounts for 1 season included in the data.",0,NOT_RUN,SUCCESS,2,116.5225,58.2612,5,4624,134,4758
169,,9066be7343839275,List_of_Major_League_Baseball_batting_champions_0,What racist policy did the 1881 Major League Baseball batting champion support ?,segregation,: The 1881 Major League Baseball batting champion supported the Chinese Exclusion Act.,0,NOT_RUN,SUCCESS,2,48.5692,24.2846,4,5708,130,5838
170,,94c2eb5d1e047722,List_of_the_oldest_buildings_in_the_world_0,Which peninsula contains the passage grave first built in France in 4850 BC ?,Kernéléhen,: The peninsula that contains the passage grave first built in France in 4850 BC is **Kernéléhen**.,0,NOT_RUN,SUCCESS,2,28.0901,14.045,4,4550,89,4639
171,,9578b7b3e4105ec7,"List_of_county_routes_in_Wayne_County,_New_York_1",What is the length ( km ) of the route whose via location is named after a Revolutionary War hero ?,2.09,7.08,0,NOT_RUN,SUCCESS,2,21.6978,10.8489,4,4905,476,5381
172,,959fcd61e3a5425f,List_of_LGBT_Americans_in_the_United_States_Congress_0,What is the full name of the politician that has served the most recently ?,Angela Dawn Craig,": The full name of the politician that has served the most recently is **Peter Wiggin**. He is the Hegemon in the Ender's Game series and is featured in the story ""Ender's Homecoming,"" which corresponds to the most recently published entry (2008) in the bibliography.",0,NOT_RUN,SUCCESS,3,330.1972,110.0657,7,12728,30054,42782
173,,96ad5e8f36eca29e,"List_of_county_routes_in_Fulton_County,_New_York_1","Regarding the routes that start at the county named in honor of an U.S. Revolution War general , which one of them has more than 3 miles of extension ?",CR 132,,0,NOT_RUN,MAX_ITER,5,79.6873,15.9375,15,16610,3112,19722
174,,97370d1641e22deb,2004_San_Marino_Grand_Prix_0,What is the best achievement the racer who finished just behind Mark Webber at the San Marino Grand Prix of 2004 has gotten in the drivers ' championship of the world ?,sixth,: The racer who finished just behind Mark Webber at the San Marino Grand Prix of 2004 was Cristiano da Matta. His best achievement in the drivers' championship of the world was finishing in 11th place.,0,NOT_RUN,SUCCESS,3,24.4771,8.159,7,6594,236,6830
175,,9748c0eb26e9d46e,List_of_current_members_of_the_Oklahoma_Senate_0,"The senator representing a district that includes parts of Atoka , Choctaw , LeFlore , McCurtain and Pushmataha Counties , hails from a hometown that was named after a town in what state ?",Nebraska,: The senator's hometown was named after a town in **Pennsylvania**.,0,NOT_RUN,SUCCESS,2,182.5745,91.2873,5,4081,107,4188
176,,977d882b1b56db67,India_at_the_2010_Asian_Games_3,This athlete was born in Allahabad in 1990 and won a bronze medal at the games ?,Ashish Kumar,Ashish Kumar,1,NOT_RUN,SUCCESS,2,15.5005,7.7503,4,4278,190,4468
177,,985c19aa4f67b9c4,SJPF_Segunda_Liga_Player_of_the_Month_0,What is the full name of the earliest player of the year ?,Mário Rui Correia Tomás,: The full name of the earliest player of the year is **Jaren Jackson Jr**.,0,NOT_RUN,SUCCESS,2,13.5854,6.7927,4,4588,80,4668
178,,99cc36248aa4887d,List_of_richest_American_politicians_2,"What is the net worth of the Governor of the state that was admitted to the Union on June 20 , 1863 ?",$ 1.59 billion,$ 1.59 billion,1,NOT_RUN,SUCCESS,2,14.852,7.426,4,5157,209,5366
179,,9a673b041cc92df3,Will_Claye_1,what is the event of the competition that lasted from 6/22-6/25 ?,Triple Jump,: The event of the competition that lasted from 6/22-6/25 is the **2004 United States Grand Prix**.,0,NOT_RUN,SUCCESS,2,40.4394,20.2197,4,3768,97,3865
180,,9b030f07965328b8,2004_LPGA_Tour_0,"What is the location whose winner was born on September 17 , 1978 ?",Georgia,,0,NOT_RUN,MAX_ITER,5,120.4975,24.0995,15,16997,763,17760
181,,9c750a1624468d83,Sistema_de_Radiodifusoras_Culturales_Indigenistas_0,How many municipalities are located in the state that transmits XETLAXHPBSD ?,570,": 60 municipalities are located in the state that transmits XETLAXHPBSD. The radio station with call sign XETLAXHPBSD is transmitted from the state of Tlaxcala, Mexico, and Tlaxcala has 60 municipalities.",0,NOT_RUN,SUCCESS,3,155.4075,51.8025,8,8153,2747,10900
182,,9d58063587dafa42,2004_Chinese_Grand_Prix_1,When was the person with the Time of 1:40.240 born ?,1 January 1981,": The person with the Time of 1:40.240 was born on January 19, 1980.",0,NOT_RUN,SUCCESS,2,91.5357,45.7679,5,3812,91,3903
183,,9d7c8d91e2c9877d,"Ohio_House_of_Representatives,_127th_General_Assembly_0","This politician from a Ohio city with a population of 10,546 , served as a Representative for what district before becoming an Ohio Senator ?",7th District,: Ohio's 1st congressional district,0,NOT_RUN,SUCCESS,2,246.7068,123.3534,7,5158,98,5256
184,,9db23c1ffce3839a,2009_Coupe_Internationale_de_Nice_1,What was the final position of the skater from the country occupied by the Soviet Union during World War II in the free skating segment ?,17,17,1,NOT_RUN,SUCCESS,3,37.8917,12.6306,7,6812,401,7213
185,,a0d295006f3b2528,List_of_songs_in_Guitar_Hero_II_2,What is the year of the song title whose artist has sold over 19 million albums worldwide ?,2000,: 2009,0,NOT_RUN,SUCCESS,2,127.4123,63.7062,5,3605,80,3685
186,,a269b85316c926cf,List_of_year-end_number-one_albums_(New_Zealand)_0,What genre was the earliest album ?,progressive rock,": The earliest entry in the table is ""Ender's Game"" (1985), and its genre (series) is ""Ender's Game.""",0,NOT_RUN,SUCCESS,2,98.756,49.378,5,5373,210,5583
187,,a2b37f8494caa840,2005_in_video_gaming_1,"What controls minds in the game released on October 25 , 2005 ?",parasite,": The Gold Bug controls minds in the game released on October 25, 2005.",0,NOT_RUN,SUCCESS,2,127.1223,63.5611,5,5079,94,5173
188,,a3358c79d88cdad3,List_of_Beta_Upsilon_Chi_chapters_0,In what year was the university in the 196th highest population city in the US formally adopted by the state ?,1901,,0,NOT_RUN,MAX_ITER,5,172.9797,34.5959,15,13818,12589,26407
189,,a421f6f9961188bf,List_of_NHL_playoff_series_13,Who won the championship in the year where the Stars made the playoffs ?,Montreal Canadiens,Montreal Canadiens,1,NOT_RUN,SUCCESS,2,35.9505,17.9752,4,4138,166,4304
190,,a50ed1ae1f1bbb08,Luis_Scott-Vargas_0,Who are allowed in the event that was held at Yokohama among other places and was located at San Francisco ?,All players,None,0,NOT_RUN,SUCCESS,2,23.4438,11.7219,4,4577,348,4925
191,,a53ee3834685a3b3,Fatal_dog_attacks_in_the_United_States_6,What was the name of the person who was attacked in the biggest city that is the largest city in the United States on the US-Canadian border ?,Elizabeth Rivera,Aiden Grim,0,NOT_RUN,SUCCESS,4,68.6153,17.1538,10,17093,2506,19599
192,,a548cf7f4091c546,Currencies_of_the_European_Union_1,What was the literal English translation of the name of the currency used until 2009 in the country where the capital and largest city is Bratislava ?,Slovak crown,": The literal English translation of the name of the currency used until 2009 in Slovakia (the country where the capital and largest city is Bratislava) is **""crown""**. The currency was the Slovak koruna, and ""koruna"" translates to ""crown"" in English.",0,NOT_RUN,SUCCESS,4,77.1522,19.288,10,11028,544,11572
193,,a5cf7ceed7e24ed8,2010_Masters_of_Formula_3_0,What position was the oldest driver in 2010 Masters of Formula 3 race ?,18,": The provided table contains data from the 2004 United States Grand Prix, not the 2010 Masters of Formula 3 race. There is no information available in the given materials to determine the position of the oldest driver in the 2010 Masters of Formula 3 race. Therefore, this question cannot be answered based on the provided table content.",0,NOT_RUN,SUCCESS,2,69.6427,34.8214,5,3617,313,3930
